date,equity,return_percent,fills
2019-06-10,100000.0,0.0,0
2019-06-11,100000.0,0.0,0
2019-06-12,100000.0,0.0,0
2019-06-13,100000.0,0.0,0
2019-06-14,100000.0,0.0,0
2019-06-17,100000.0,0.0,0
2019-06-18,100000.0,0.0,0
2019-06-19,100000.0,0.0,0
2019-06-20,100000.0,0.0,0
2019-06-21,100000.0,0.0,0
2019-06-24,100000.0,0.0,0
2019-06-25,100000.0,0.0,0
2019-06-26,100000.0,0.0,0
2019-06-27,100000.0,0.0,0
2019-06-28,100000.0,0.0,0
2019-07-01,100000.0,0.0,0
2019-07-02,100000.0,0.0,0
2019-07-03,100000.0,0.0,0
2019-07-05,100000.0,0.0,0
2019-07-08,100000.0,0.0,0
2019-07-09,100000.0,0.0,0
2019-07-10,100000.0,0.0,0
2019-07-11,100000.0,0.0,0
2019-07-12,100000.0,0.0,0
2019-07-15,100000.0,0.0,0
2019-07-16,100000.0,0.0,0
2019-07-17,100000.0,0.0,0
2019-07-18,100000.0,0.0,0
2019-07-19,100000.0,0.0,0
2019-07-22,100000.0,0.0,0
2019-07-23,100000.0,0.0,0
2019-07-24,100000.0,0.0,0
2019-07-25,100000.0,0.0,0
2019-07-26,100000.0,0.0,0
2019-07-29,100000.0,0.0,0
2019-07-30,100000.0,0.0,0
2019-07-31,100000.0,0.0,0
2019-08-01,100000.0,0.0,0
2019-08-02,100000.0,0.0,0
2019-08-05,100000.0,0.0,0
2019-08-06,100000.0,0.0,0
2019-08-07,100000.0,0.0,0
2019-08-08,100000.0,0.0,0
2019-08-09,100000.0,0.0,0
2019-08-12,100000.0,0.0,0
2019-08-13,100000.0,0.0,0
2019-08-14,100000.0,0.0,0
2019-08-15,100000.0,0.0,0
2019-08-16,100000.0,0.0,0
2019-08-19,100000.0,0.0,0
2019-08-20,100000.0,0.0,0
2019-08-21,100000.0,0.0,0
2019-08-22,100000.0,0.0,0
2019-08-23,100000.0,0.0,0
2019-08-26,100000.0,0.0,0
2019-08-27,100000.0,0.0,0
2019-08-28,100000.0,0.0,0
2019-08-29,100000.0,0.0,0
2019-08-30,100000.0,0.0,0
2019-09-02,100000.0,0.0,0
2019-09-03,100000.0,0.0,0
2019-09-04,100000.0,0.0,0
2019-09-05,100000.0,0.0,0
2019-09-06,100000.0,0.0,0
2019-09-09,100000.0,0.0,0
2019-09-10,100000.0,0.0,0
2019-09-11,100000.0,0.0,0
2019-09-12,100000.0,0.0,0
2019-09-13,100000.0,0.0,0
2019-09-16,100000.0,0.0,0
2019-09-17,100000.0,0.0,0
2019-09-18,100000.0,0.0,0
2019-09-19,100000.0,0.0,0
2019-09-20,99896.32,-0.10367999999999489,1
2019-09-23,98798.932,-1.0985269527446162,0
2019-09-24,96320.5912,-2.5084692211045367,0
2019-09-25,96467.8816,0.15291683550213708,0
2019-09-26,95944.492,-0.5425532221907892,0
2019-09-27,95178.42639999998,-0.7984466685174718,0
2019-09-30,92421.5752,-2.8965084886084846,0
2019-10-01,92219.59360000001,-0.21854377569622274,0
2019-10-02,91385.42319999999,-0.904547902930708,0
2019-10-03,90296.4592,-1.1916167391562649,0
2019-10-04,89138.48319999999,-1.2824157339715647,0
2019-10-07,90150.5296,1.1353641700737382,0
2019-10-08,90396.5752,0.2729275147819177,0
2019-10-09,90829.5688,0.47899336788146396,0
2019-10-10,89112.43359999999,-1.8905024241401058,0
2019-10-11,88435.2736,-0.7598939593991605,0
2019-10-14,88855.696,0.475401254370067,0
2019-10-15,88565.78080000001,-0.3262764381475214,0
2019-10-16,88893.27999999998,0.3697807404188458,0
2019-10-17,88893.27999999998,0.0,0
2019-10-18,88893.27999999998,0.0,0
2019-10-21,88893.27999999998,0.0,0
2019-10-22,88893.27999999998,0.0,0
2019-10-23,88893.27999999998,0.0,0
2019-10-24,88893.27999999998,0.0,0
2019-10-25,88893.27999999998,0.0,0
2019-10-28,88893.27999999998,0.0,0
2019-10-29,88893.27999999998,0.0,0
2019-10-30,88893.27999999998,0.0,0
2019-10-31,88893.27999999998,0.0,0
2019-11-01,88893.27999999998,0.0,0
2019-11-04,88893.27999999998,0.0,0
2019-11-05,88893.27999999998,0.0,0
2019-11-06,88893.27999999998,0.0,0
2019-11-07,88893.27999999998,0.0,0
2019-11-08,88893.27999999998,0.0,0
2019-11-11,88893.27999999998,0.0,0
2019-11-12,90239.38419999999,1.5142924189545104,1
2019-11-13,90085.92519999998,-0.1700576764352535,0
2019-11-14,90478.73399999998,0.43603792615540815,0
2019-11-15,90412.03279999999,-0.07372030647554428,0
2019-11-18,89695.37059999998,-0.792662412076639,0
2019-11-19,90038.18239999998,0.382195644777239,0
2019-11-20,89049.97579999999,-1.0975417024855383,0
2019-11-21,88944.49079999997,-0.11845595582971047,0
2019-11-22,91908.41699999999,3.332332529357762,0
2019-11-25,91947.77879999999,0.04282719829675763,0
2019-11-26,90962.11539999998,-1.0719817410097199,0
2019-11-27,91226.55039999998,0.2907089383719308,0
2019-11-28,90718.95079999999,-0.5564165232318063,0
2019-11-29,90340.3608,-0.4173218458342176,0
2019-12-02,91546.53119999998,1.3351401182360334,0
2019-12-03,90998.87619999998,-0.5982258342520308,0
2019-12-04,91838.13219999998,0.9222707301961064,0
2019-12-05,92715.01599999997,0.9548144969786287,0
2019-12-06,93086.32319999998,0.400482269236746,0
2019-12-09,95591.08619999998,2.6907959342409526,0
2019-12-10,95856.33039999998,0.27747796425814375,0
2019-12-11,95030.36839999998,-0.8616666176905929,0
2019-12-12,93572.59459999998,-1.5340083644251101,0
2019-12-13,93906.50519999997,0.3568465761020878,0
2019-12-16,94370.69699999997,0.49431271988173986,0
2019-12-17,94038.17359999998,-0.3523587411884743,0
2019-12-18,93759.28859999999,-0.29656573423709753,0
2019-12-19,94208.45239999998,0.4790605887766919,0
2019-12-20,95279.48639999998,1.136876758629346,0
2019-12-23,96855.92359999998,1.6545399850098175,0
2019-12-24,97745.17659999998,0.9181193745799954,0
2019-12-26,98287.16719999998,0.554493448017368,0
2019-12-27,98406.87099999998,0.12178985661110975,0
2019-12-30,97776.61979999999,-0.6404544658268785,0
2019-12-31,99705.98379999999,1.973236550768953,0
2020-01-02,98964.12079999998,-0.7440506293866056,0
2020-01-03,98058.22139999998,-0.9153816480932053,0
2020-01-06,97444.84779999997,-0.6255198098055748,0
2020-01-07,96460.16699999999,-1.0105006290542784,0
2020-01-08,97472.24499999998,1.0492185857401637,0
2020-01-09,96524.90299999998,-0.9719094907478576,0
2020-01-10,96535.65379999999,0.011137851130516019,0
2020-01-13,96569.11999999998,0.034667191532489205,0
2020-01-14,94883.90319999997,-1.745088699161812,0
2020-01-15,92493.98879999999,-2.518777494811131,0
2020-01-16,91033.61399999999,-1.578886172979066,0
2020-01-17,89507.28939999998,-1.6766604476452063,0
2020-01-20,91544.16139999998,2.275649294771287,0
2020-01-21,90291.75099999999,-1.3680942409069807,0
2020-01-22,89338.22439999999,-1.0560506241594547,0
2020-01-23,87553.12919999998,-1.9981314963318342,0
2020-01-24,86003.80019999998,-1.7695872370944277,0
2020-01-27,86441.63519999998,0.5090879693476547,0
2020-01-28,86201.88079999998,-0.2773598618828421,0
2020-01-29,86826.35199999998,0.7244287412346173,0
2020-01-30,86125.29579999998,-0.8074233039296663,0
2020-01-31,85097.95859999998,-1.1928402572754848,0
2020-02-03,83844.73899999999,-1.4726788052469186,0
2020-02-04,83135.93759999998,-0.8453737329899846,0
2020-02-05,81868.84599999999,-1.524120177842303,0
2020-02-06,81933.2352,0.07864920924867125,0
2020-02-07,81315.7,-0.7537053779123837,0
2020-02-10,81315.7,0.0,0
2020-02-11,81315.7,0.0,0
2020-02-12,81315.7,0.0,0
2020-02-13,81315.7,0.0,0
2020-02-14,81315.7,0.0,0
2020-02-17,81315.7,0.0,0
2020-02-18,81315.7,0.0,0
2020-02-19,81315.7,0.0,0
2020-02-20,81315.7,0.0,0
2020-02-21,81315.7,0.0,0
2020-02-24,81315.7,0.0,0
2020-02-25,81315.7,0.0,0
2020-02-26,81315.7,0.0,0
2020-02-27,81315.7,0.0,0
2020-02-28,81315.7,0.0,0
2020-03-02,81315.7,0.0,0
2020-03-03,81315.7,0.0,0
2020-03-04,81315.7,0.0,0
2020-03-05,81315.7,0.0,0
2020-03-06,81315.7,0.0,0
2020-03-09,81315.7,0.0,0
2020-03-10,81315.7,0.0,0
2020-03-11,81315.7,0.0,0
2020-03-12,81315.7,0.0,0
2020-03-13,81315.7,0.0,0
2020-03-16,81315.7,0.0,0
2020-03-17,81315.7,0.0,0
2020-03-18,81315.7,0.0,0
2020-03-19,81315.7,0.0,0
2020-03-20,81315.7,0.0,0
2020-03-23,81315.7,0.0,0
2020-03-24,81315.7,0.0,0
2020-03-25,81315.7,0.0,0
2020-03-26,81315.7,0.0,0
2020-03-27,81315.7,0.0,0
2020-03-30,81315.7,0.0,0
2020-03-31,81315.7,0.0,0
2020-04-01,81315.7,0.0,0
2020-04-02,81315.7,0.0,0
2020-04-03,81315.7,0.0,0
2020-04-06,81315.7,0.0,0
2020-04-07,81315.7,0.0,0
2020-04-08,81315.7,0.0,0
2020-04-09,81315.7,0.0,0
2020-04-10,81315.7,0.0,0
2020-04-13,81315.7,0.0,0
2020-04-14,81315.7,0.0,0
2020-04-15,81315.7,0.0,0
2020-04-16,81315.7,0.0,0
2020-04-17,81315.7,0.0,0
2020-04-20,81315.7,0.0,0
2020-04-21,81315.7,0.0,0
2020-04-22,81315.7,0.0,0
2020-04-23,81315.7,0.0,0
2020-04-24,81315.7,0.0,0
2020-04-27,81315.7,0.0,0
2020-04-28,81315.7,0.0,0
2020-04-29,81315.7,0.0,0
2020-04-30,81315.7,0.0,0
2020-05-01,81315.7,0.0,0
2020-05-04,81315.7,0.0,0
2020-05-05,81315.7,0.0,0
2020-05-06,81315.7,0.0,0
2020-05-07,81315.7,0.0,0
2020-05-08,81315.7,0.0,0
2020-05-11,81315.7,0.0,0
2020-05-12,81315.7,0.0,0
2020-05-13,81315.7,0.0,0
2020-05-14,81315.7,0.0,0
2020-05-15,81315.7,0.0,0
2020-05-18,81315.7,0.0,0
2020-05-19,81315.7,0.0,0
2020-05-20,81315.7,0.0,0
2020-05-21,81315.7,0.0,0
2020-05-22,81315.7,0.0,0
2020-05-25,81921.67569999999,0.7452136549276345,1
2020-05-26,82493.47769999999,0.6979862107483692,0
2020-05-27,84755.35269999999,2.7418834349858034,0
2020-05-28,81953.67799999999,-3.3056020779204442,0
2020-05-29,82986.644,1.2604266522364238,0
2020-06-01,82274.57989999998,-0.8580466273585108,0
2020-06-02,80998.93409999998,-1.550473793424978,0
2020-06-03,79876.889,-1.3852590931810682,0
2020-06-04,79086.0858,-0.9900275410075099,0
2020-06-05,79783.00179999998,0.8812119008676289,0
2020-06-08,81567.27219999999,2.2364041960627468,0
2020-06-09,82099.26519999998,0.6522137931688654,0
2020-06-10,81885.8476,-0.25995068223824136,0
2020-06-11,83253.72619999999,1.6704700996463817,0
2020-06-12,84330.22359999998,1.293032094940627,0
2020-06-15,85949.571,1.9202455903366333,0
2020-06-16,85901.49,-0.05594094239282921,0
2020-06-17,86098.10509999999,0.22888438838486458,0
2020-06-18,87243.0533,1.3298181169843382,0
2020-06-19,86730.13759999999,-0.5879158060141054,0
2020-06-22,85112.80649999999,-1.8647855806007585,0
2020-06-23,84468.6762,-0.756795982282632,0
2020-06-24,85051.07669999999,0.6894869509035617,0
2020-06-25,86243.6406,1.4021737834154946,0
2020-06-26,86965.52769999999,0.8370322669333019,0
2020-06-29,86577.57089999999,-0.44610411764338664,0
2020-06-30,86475.35999999999,-0.11805701977717353,0
2020-07-01,87615.50009999999,1.3184566100678863,0
2020-07-02,87507.6022,-0.12314932845997051,0
2020-07-03,88087.88299999999,0.6631204437229865,0
2020-07-06,87479.42569999999,-0.6907389294393607,0
2020-07-07,87040.2859,-0.5019920929819177,0
2020-07-08,88594.33619999999,1.785437954311675,0
2020-07-09,87068.30729999999,-1.7224903593780816,0
2020-07-10,87480.6148,0.47354486699664466,0
2020-07-13,86903.69449999998,-0.6594835911007069,0
2020-07-14,88734.70169999999,2.1069382729177466,0
2020-07-15,87857.61119999998,-0.9884413687052507,0
2020-07-16,88760.8619,1.0280847471983323,0
2020-07-17,88335.9913,-0.4786688534848538,0
2020-07-20,90426.68759999999,2.366754783901981,0
2020-07-21,90413.866,-0.014178999961511618,0
2020-07-22,89838.1865,-0.6367159435478609,0
2020-07-23,90725.8755,0.9880976393039642,0
2020-07-24,90822.50279999999,0.10650467627617566,0
2020-07-27,91162.1718,0.37399211597151094,0
2020-07-28,91734.0772,0.627349468214411,0
2020-07-29,93483.7603,1.907342563860226,0
2020-07-30,91943.56559999999,-1.6475532167911866,0
2020-07-31,91943.4622,-0.0001124602894364557,0
2020-08-03,92761.7181,0.8899555013711424,0
2020-08-04,93672.15509999999,0.9814792337271117,0
2020-08-05,94588.33079999998,0.9780662129764472,0
2020-08-06,93944.5107,-0.6806548910999299,0
2020-08-07,95307.271,1.4506013069266022,0
2020-08-10,95654.4365,0.36425919697145037,0
2020-08-11,94773.9338,-0.9205037761107926,0
2020-08-12,96417.0115,1.7336810176808326,0
2020-08-13,95475.1926,-0.9768181831688483,0
2020-08-14,95515.3118,0.04202054890642959,0
2020-08-17,95908.8522,0.4120181283855606,0
2020-08-18,96796.59289999999,0.9256087208183716,0
2020-08-19,98242.9521,1.494225319990572,0
2020-08-20,96566.94149999999,-1.705985583875802,0
2020-08-21,96239.5254,-0.3390560940567666,0
2020-08-24,95858.5998,-0.39580993195545977,0
2020-08-25,96198.47559999999,0.35455952904497323,0
2020-08-26,95630.86129999999,-0.5900450048295758,0
2020-08-27,96181.6214,0.5759229735181837,0
2020-08-28,97357.3311,1.2223849867434078,0
2020-08-31,97457.8359,0.10323290384446349,0
2020-09-01,96943.73109999999,-0.5275150994811018,0
2020-09-02,96933.3394,-0.010719310967388651,0
2020-09-03,97947.59,1.046338242629452,0
2020-09-04,97324.1397,-0.636514180696024,0
2020-09-07,97038.9625,-0.2930179510233111,0
2020-09-08,97390.52249999999,0.36228746777873244,0
2020-09-09,98177.24139999998,0.8077982126032834,0
2020-09-10,98238.50589999999,0.06240193666717797,0
2020-09-11,98676.8702,0.4462245185673286,0
2020-09-14,99219.82359999999,0.5502337061355167,0
2020-09-15,98549.53309999999,-0.6755610680202806,0
2020-09-16,97693.79469999998,-0.8683332869082849,0
2020-09-17,98752.45559999999,1.0836521431591084,0
2020-09-18,97962.99659999998,-0.799432272547973,0
2020-09-21,99143.411,1.2049594652763007,0
2020-09-22,99405.52999999998,0.26438368153380853,0
2020-09-23,98185.72019999998,-1.2271045685285364,0
2020-09-24,99626.08219999999,1.4669770686267292,0
2020-09-25,99856.66419999998,0.23144742311265176,0
2020-09-28,99044.9742,-0.8128551123781524,0
2020-09-29,99793.38339999999,0.7556256196187716,0
2020-09-30,100639.14369999999,0.8475113992377104,0
2020-10-01,102831.12029999998,2.178055694247716,0
2020-10-02,104200.3948,1.3315759820619277,0
2020-10-05,104761.44319999998,0.5384321250191615,0
2020-10-06,104785.84559999999,0.023293302626070655,0
2020-10-07,105110.26309999998,0.30960049818025137,0
2020-10-08,105025.0615,-0.08105925861771057,0
2020-10-09,106222.9505,1.140574433274688,0
2020-10-12,106719.21879999999,0.46719498720757535,0
2020-10-13,108879.038,2.0238334053472418,0
2020-10-14,106402.03929999999,-2.275000537752736,0
2020-10-15,105785.67189999999,-0.5792815664577233,0
2020-10-16,105704.76139999999,-0.07648531086184018,0
2020-10-19,106175.69669999999,0.44551947685489424,0
2020-10-20,105169.09769999998,-0.9480502895536924,0
2020-10-21,105116.57049999999,-0.04994546986590853,0
2020-10-22,104952.73319999999,-0.15586248601974217,0
2020-10-23,104469.5967,-0.4603372254053828,0
2020-10-26,105208.90669999999,0.707679576980702,0
2020-10-27,104680.06739999999,-0.502656397245882,0
2020-10-28,106163.237,1.4168596150521795,0
2020-10-29,106217.72879999998,0.05132831433916074,0
2020-10-30,105892.1739,-0.30649770398779586,0
2020-11-02,106167.42469999999,0.25993497900980156,0
2020-11-03,107412.6709,1.1729079833279643,0
2020-11-04,108817.2565,1.3076535461143735,0
2020-11-05,109656.14069999999,0.770910999764074,0
2020-11-06,109670.92689999999,0.01348415137139014,0
2020-11-09,108562.7891,-1.010420748071561,0
2020-11-10,108478.4147,-0.0777194476113574,0
2020-11-11,109386.4218,0.8370394262408043,0
2020-11-12,110595.995,1.1057800228730041,0
2020-11-13,109571.09419999999,-0.9267069752390222,0
2020-11-16,110785.9408,1.1087290939912897,0
2020-11-17,110221.9972,-0.5090389592106059,0
2020-11-18,111300.666,0.9786329656527037,0
2020-11-19,109431.9178,-1.679009000718834,0
2020-11-20,110680.5762,1.1410367515280795,0
2020-11-23,109553.1543,-1.0186266991985549,0
2020-11-24,109368.84379999999,-0.16823842378402842,0
2020-11-25,109786.1145,0.3815261142954496,0
2020-11-26,108457.7864,-1.2099235919311058,0
2020-11-27,108539.2139,0.07507759719500573,0
2020-11-30,107765.5234,-0.712821175131062,0
2020-12-01,106477.9349,-1.1948055921565892,0
2020-12-02,107965.96429999999,1.397500243968386,0
2020-12-03,108033.3294,0.06239475601108602,0
2020-12-04,108660.24359999999,0.5802970282243081,0
2020-12-07,110037.22139999998,1.2672323882034764,0
2020-12-08,109351.62769999998,-0.6230561725179995,0
2020-12-09,109478.5512,0.11606914562645176,0
2020-12-10,108061.50589999999,-1.2943588351030488,0
2020-12-11,106642.496,-1.3131502177224363,0
2020-12-14,109346.66449999998,2.5357325657493934,0
2020-12-15,108713.8565,-0.5787172410732233,0
2020-12-16,108139.5212,-0.5282999964222546,0
2020-12-17,108010.11609999998,-0.11966494632492664,0
2020-12-18,106806.54009999998,-1.114317846752133,0
2020-12-21,108446.46409999998,1.5354153392335146,0
2020-12-22,107196.8234,-1.1523111522084073,0
2020-12-23,108275.59559999999,1.0063471712912664,0
2020-12-24,110010.64759999998,1.6024405041462408,0
2020-12-28,108969.4613,-0.9464413879152422,0
2020-12-29,108770.57139999999,-0.1825189347797629,0
2020-12-30,107876.9886,-0.8215299308430346,0
2020-12-31,107937.7361,0.05631182403991186,0
2021-01-04,107419.7021,-0.47993780369829375,0
2021-01-05,106830.94249999999,-0.5480927506686939,0
2021-01-06,107082.72149999999,0.2356798452845199,0
2021-01-07,107066.02239999999,-0.015594579373856554,0
2021-01-08,105644.9962,-1.3272429181043321,0
2021-01-11,106225.5355,0.549518974756702,0
2021-01-12,105683.92629999999,-0.5098672343242794,0
2021-01-13,104503.20169999999,-1.1172224966816025,0
2021-01-14,105995.6773,1.4281625593486558,0
2021-01-15,107894.46319999998,1.7913805056651855,0
2021-01-18,109113.39409999999,1.1297436993968013,0
2021-01-19,108259.9305,-0.7821804161071255,0
2021-01-20,109025.81429999998,0.7074490039506998,0
2021-01-21,108926.8605,-0.09076180777489729,0
2021-01-22,109567.21669999999,0.5878772206052929,0
2021-01-25,112275.8314,2.4721032272055465,0
2021-01-26,112074.87349999999,-0.17898589348589455,0
2021-01-27,108577.9889,-3.120132542465004,0
2021-01-28,109022.29869999998,0.4092079845107399,0
2021-01-29,108940.35419999999,-0.07516306386594618,0
2021-02-01,109002.1874,0.05675876533914881,0
2021-02-02,108061.4542,-0.8630406622463838,0
2021-02-03,106482.01919999998,-1.461608130015346,0
2021-02-04,105399.5246,-1.0165984906491898,0
2021-02-05,106723.66499999998,1.2563058562409912,0
2021-02-08,106123.99669999999,-0.5618887807123052,0
2021-02-09,105269.13719999998,-0.8055289346259653,0
2021-02-10,103225.90149999998,-1.9409636616647408,0
2021-02-11,102528.6753,-0.6754372593200109,0
2021-02-12,102195.3654,-0.3250894435383511,0
2021-02-15,101665.69889999999,-0.5182881806105932,0
2021-02-16,101099.27369999999,-0.5571448444545157,0
2021-02-17,101344.28,0.24234229488833137,0
2021-02-18,101344.28,0.0,0
2021-02-19,101344.28,0.0,0
2021-02-22,101344.28,0.0,0
2021-02-23,101344.28,0.0,0
2021-02-24,101344.28,0.0,0
2021-02-25,101344.28,0.0,0
2021-02-26,101344.28,0.0,0
2021-03-01,101344.28,0.0,0
2021-03-02,101344.28,0.0,0
2021-03-03,101344.28,0.0,0
2021-03-04,101344.28,0.0,0
2021-03-05,101344.28,0.0,0
2021-03-08,101344.28,0.0,0
2021-03-09,101344.28,0.0,0
2021-03-10,101344.28,0.0,0
2021-03-11,101344.28,0.0,0
2021-03-12,101344.28,0.0,0
2021-03-15,101344.28,0.0,0
2021-03-16,101344.28,0.0,0
2021-03-17,101344.28,0.0,0
2021-03-18,101344.28,0.0,0
2021-03-19,101344.28,0.0,0
2021-03-22,100185.38449999999,-1.1435233443860993,1
2021-03-23,98543.43139999999,-1.6389148059815062,0
2021-03-24,98574.98839999999,0.032023443421524966,0
2021-03-25,97305.07819999999,-1.2882681708740629,0
2021-03-26,96740.1608,-0.5805631221413421,0
2021-03-29,96064.7468,-0.6981733278243696,0
2021-03-30,94453.87969999999,-1.676855614217887,0
2021-03-31,95317.5524,0.9143856268722494,0
2021-04-01,95396.58619999999,0.08291631290355816,0
2021-04-02,95604.25009999999,0.21768483367385905,0
2021-04-05,95819.44999999998,0.2250944908567254,0
2021-04-06,95819.44999999998,0.0,0
2021-04-07,95819.44999999998,0.0,0
2021-04-08,95819.44999999998,0.0,0
2021-04-09,95819.44999999998,0.0,0
2021-04-12,95819.44999999998,0.0,0
2021-04-13,95819.44999999998,0.0,0
2021-04-14,95819.44999999998,0.0,0
2021-04-15,95819.44999999998,0.0,0
2021-04-16,95819.44999999998,0.0,0
2021-04-19,95819.44999999998,0.0,0
2021-04-20,95819.44999999998,0.0,0
2021-04-21,95819.44999999998,0.0,0
2021-04-22,95819.44999999998,0.0,0
2021-04-23,95819.44999999998,0.0,0
2021-04-26,95819.44999999998,0.0,0
2021-04-27,95819.44999999998,0.0,0
2021-04-28,95819.44999999998,0.0,0
2021-04-29,95819.44999999998,0.0,0
2021-04-30,95819.44999999998,0.0,0
2021-05-03,95819.44999999998,0.0,0
2021-05-04,95819.44999999998,0.0,0
2021-05-05,95819.44999999998,0.0,0
2021-05-06,95819.44999999998,0.0,0
2021-05-07,95819.44999999998,0.0,0
2021-05-10,95819.44999999998,0.0,0
2021-05-11,95819.44999999998,0.0,0
2021-05-12,95819.44999999998,0.0,0
2021-05-13,95819.44999999998,0.0,0
2021-05-14,95819.44999999998,0.0,0
2021-05-17,95819.44999999998,0.0,0
2021-05-18,95819.44999999998,0.0,0
2021-05-19,95819.44999999998,0.0,0
2021-05-20,95819.44999999998,0.0,0
2021-05-21,95819.44999999998,0.0,0
2021-05-24,95819.44999999998,0.0,0
2021-05-25,95819.44999999998,0.0,0
2021-05-26,95819.44999999998,0.0,0
2021-05-27,95819.44999999998,0.0,0
2021-05-28,95579.28139999998,-0.25064702416889295,1
2021-05-31,96818.93239999998,1.2969871522804821,0
2021-06-01,97120.62049999998,0.31160031671657595,0
2021-06-02,96390.67729999998,-0.7515841602350526,0
2021-06-03,95544.79519999998,-0.8775559252139464,0
2021-06-04,94976.91949999997,-0.5943554526557815,0
2021-06-07,93960.50269999998,-1.0701724222588527,0
2021-06-08,95045.53909999998,1.1547792623719078,0
2021-06-09,94694.67949999998,-0.3691489398895853,0
2021-06-10,94103.78359999998,-0.6240011615436192,0
2021-06-11,95352.25459999997,1.3266958588049604,0
2021-06-14,94991.03149999998,-0.3788301614002787,0
2021-06-15,94325.65069999998,-0.7004669698738919,0
2021-06-16,94439.16409999998,0.12034202696467045,0
2021-06-17,93849.37069999997,-0.6245220461454815,0
2021-06-18,92880.22909999997,-1.0326564715047226,0
2021-06-21,93277.52599999998,0.4277518518739587,0
